M/C Brand,Production Date,M/C Dia & Gauge,Booking Type,Lot,Color,Color Range,stitch,Dia,GSM,SHIFT-A,SHIFT-B,SHIFT-C,Without Shift(Outbound),Shift Total,Machine Total,Reject Qty,Yarn_Count,Yarn_count_length,m/c_dia,m/c_gauge,fabric_dia_1,fabric_dia_2,contraction_1,contraction_2,contraction,number_of_feeders,yarn_count_1,yarn_count_tex_1,yarn_count_tex_2,yarn_count_tex_3,stitch_1,stitch_2,stitch_3,tightness_factor,composition,construction,body_part
Jiunn Long,18-08-2022  ,30 X 28,Main,"DE-NA10730,NB-Z4200","BLACK INNER, GREY INNER  ",Average Color  ,2.50/1.10  ,52,170,0,7.5,0.01,0,7.51,7.51,0,"40/D,75D/72F",2,30,28,52,52,1.733333333,1.733333333,1.733333333,60,40/D,4.444444444,8.333333333,,2.5,1.1,,0.843274043,Cotton_Polyester,LS/J,Body
Jiunn Long,18-08-2022  ,30 X 24,Main,"EF-5010200354,NB-June-2022-S2870",A. GREY SNOW WHITE MEADOW LEAPRECHAUN  ,White Color  ,3.15/1.15  ,60,170,85.5,82.5,10,0,178,248.5,0,"36/1,20/D",2,30,24,60,60,2,2,2,60,36/1,16.40555556,2.222222222,,3.15,1.15,,1.285834035,Polyester,LS/J,Rib
Jiunn Long,18-08-2022  ,30 X 24,Main,"EF-5010200354,NB-June-2022-S2870",SNOW WHITE D. BLACK CORNSILK  ,White Color  ,3.15/1.15  ,60,170,0,0,70.5,0,70.5,0,,"36/1,20/D",2,30,24,60,60,2,2,2,60,36/1,16.40555556,2.222222222,,3.15,1.15,,1.285834035,Polyester,LS/J,Body
Jiunn Long,18-08-2022  ,30 X 24,Sample Without Order,"DE-K122/MP7W,NB-Z5241",ASTRO RED 010-42-20 COLORO  ,Medium Color  ,3.50/1.30  ,60,260,0,5,9,0,14,14,0,"75D/72F,55/D",2,30,24,60,60,2,2,2,60,75D/72F,8.333333333,6.111111111,,3.5,1.3,,0.824786099,Cotton_Polyester,S/J,Bottom
Jiunn Long,18-08-2022  ,30 X 24,Main,"EF-5010200354,NB-June-2022-S2870",SNOW WHITE D. BLACK CORNSILK  ,White Color  ,3.15/1.15  ,60,170,82.5,62,78.5,0,223,223,0,"36/1,20/D",2,30,24,60,60,2,2,2,60,36/1,16.40555556,2.222222222,,3.15,1.15,,1.285834035,Polyester,LS/J,Body
Jiunn Long,18-08-2022  ,32 X 24,Main,"PU-C037/DP1W,PU-NB61507","ORCHID SHADOW-01, ELEKTRO PURPLE-01, PUMA BLACK-COLORO-01  ",Average Color  ,2.65/1.65  ,60,140,10,0.01,0,0,10.01,10.01,0,"150D/144F,30D/24F",2,32,24,60,60,1.875,1.875,1.875,64,150D/144F,1.666666667,3.333333333,,2.65,1.65,,0.487167717,Polyester,Mesh,Top
Pailung,18-08-2022  ,34 X 24,Main,PU-F858/MP00,PUMA WHITE-COLORO-01  ,White Color  ,17.1/12.8  ,64,145,28,33,31.1,0,92.1,92.1,0,75D/36F,1,34,24,64,64,1.882352941,1.882352941,1.882352941,68,75D/36F,8.333333333,,,17.1,12.8,,0.168815868,Polyester,Pique,Top
Pailung,18-08-2022  ,34 X 24,Other,"LIDA-A975/MP00,NW-NA10712/8",DKT-N00A WHITE[14893-10]  ,White Color  ,13.25/11.25  ,60,120,0,16.5,25,0,41.5,47.01,0,"75D/72F,50D/36F",2,34,24,60,60,1.764705882,1.764705882,1.764705882,68,75D/72F,8.333333333,5.555555556,,13.25,11.25,,0.217868026,Polyester,Pique,Body
Pailung,18-08-2022  ,34 X 24,Other,"DE-NB60504,NW-NA10712/8",DKT-N00A WHITE[14893-10]  ,White Color  ,13.25/11.25  ,60,120,0.01,5.5,0,0,5.51,0,,"75D/72F,50D/36F",2,34,24,60,60,1.764705882,1.764705882,1.764705882,68,75D/72F,8.333333333,5.555555556,,13.25,11.25,,0.217868026,Polyester,Pique,Body
Pailung,18-08-2022  ,34 X 24,Main,PU-A25271AS3,PUMA WHITE-COLORO-01  ,White Color  ,12.00/13.00  ,70,140,25,28,27.5,0,80.5,80.5,0,75D/72F,1,34,24,70,70,2.058823529,2.058823529,2.058823529,68,75D/72F,8.333333333,,,12,13,,0.240562612,Polyester,Mesh,Top
Pailung,18-08-2022  ,34 X 24,Other,"PU-E887/M00W,PU-E887/M02W",WHITE  ,White Color  ,12.00/13.00  ,70,140,23,28,25,0,76,76,0,75D/72F,1,34,24,70,70,2.058823529,2.058823529,2.058823529,68,75D/72F,8.333333333,,,12,13,,0.240562612,Polyester,Mesh,Top
Pailung,18-08-2022  ,34 X 24,Main,PU-F858/MP00,PUMA WHITE-COLORO-01  ,White Color  ,17.1/12.8  ,64,145,33,31,33,0,97,97,0,75D/36F,1,34,24,64,64,1.882352941,1.882352941,1.882352941,68,75D/36F,8.333333333,,,17.1,12.8,,0.168815868,Polyester,Pique,Top
Pailung,18-08-2022  ,34 X 24,Main,PU-A25121AS1,PUMA WHITE-COLORO-01  ,White Color  ,12.00/13.00  ,72,140,30,30.5,29.5,0,90,90,0,75D/72F,1,34,24,72,72,2.117647059,2.117647059,2.117647059,68,75D/72F,8.333333333,,,12,13,,0.240562612,Polyester,Mesh,Top
Pailung,18-08-2022  ,34 X 24,Main,PU-A25271AS3,PUMA WHITE-COLORO-01  ,White Color  ,12.00/13.00  ,70,140,26,29,27,0,82,82,0,75D/72F,1,34,24,70,70,2.058823529,2.058823529,2.058823529,68,75D/72F,8.333333333,,,12,13,,0.240562612,Polyester,Mesh,Top
Fukuhara,18-08-2022  ,30 X 24,Main,"MS-2230490105,MS-2230490501,MS-2300190101,MS-2300190201A,MS-2300190302,MS-2300190303,MS-2300190401,MS-2300190501,NB-FEB-22-S-2813",NAVY-FLAME -PINK -TOMATO-SOFT WHITE Y/D-NAVY MIX  ,Wash  ,3.10/1.05  ,60,160,20,26.2,27.6,0,73.8,73.8,0,"34/1,20/D",2,30,24,60,60,2,2,2,96,34/1,17.37058824,2.222222222,,3.1,1.05,,1.344452828,Cotton_Elastan,LS/J,Top
Fukuhara,18-08-2022  ,30 X 24,Main,"MS-22-17934,MS-22-17999,MS-22-18000,MS-22-18001,MS-22-18002,MS-22-18548",DARK TURQUOISE 47201 WHITE 10001 DARK NAVY 48729 PAPRIKA 48740 DARK GOLD 22957 DARK MEGENTA 47306  ,Wash  ,2.85  ,60,140,23.5,5.6,0.01,0,29.11,29.11,0,32/1,1,30,24,60,60,2,2,2,96,32/1,18.45625,,,2.85,,,1.507394312,Cotton,S/J,Top
Fukuhara,18-08-2022  ,38 X 24,Main,"BT-894W,MS-894W",WHITE  ,White Color  ,2.82  ,76,155,176.4,143,175,0,494.4,494.4,0,28/1,1,38,24,76,76,2,2,2,120,28/1,21.09285714,,,2.82,,,1.628615626,Cotton,S/J,Top
Fukuhara,18-08-2022  ,38 X 24,Main,MS-893W,WHITE  ,White Color  ,2.82  ,76,155,0,0,16.6,0,16.6,407.5,0,28/1,1,38,24,76,76,2,2,2,120,28/1,21.09285714,,,2.82,,,1.628615626,Cotton,S/J,Top
Fukuhara,18-08-2022  ,38 X 24,Main,MS-895W,WHITE  ,White Color  ,2.82  ,76,155,172.9,145,73,0,390.9,0,,28/1,1,38,24,76,76,2,2,2,120,28/1,21.09285714,,,2.82,,,1.628615626,Cotton,S/J,Top
Fukuhara,18-08-2022  ,36 X 24,Main,PU-27717022,"GREEN MOSS-01, CLEMENTINE-01, ROSE DUST-01, DESERT CLAY-01, ADRIATIC-01, VIVID VIOLET-01, ROYAL SAPPHIRE-01, MUSTARD SEED-01  ",Medium Color  ,2.88  ,76,160,205.9,52,0,0,257.9,597.6,0,27/1,1,36,24,76,76,2.111111111,2.111111111,2.111111111,114,27/1,21.87407407,,,2.88,,,1.62394887,Cotton,S/J,Top
Fukuhara,18-08-2022  ,36 X 24,Main,PU-27717022,PUMA WHITE-COLORO-01  ,White Color  ,2.86  ,76,160,0,138.9,200.8,0,339.7,0,,27/1,1,36,24,76,76,2.111111111,2.111111111,2.111111111,114,27/1,21.87407407,,,2.86,,,1.635305156,Cotton,S/J,Top
Fukuhara,18-08-2022  ,36 X 24,Main,PU-27715057,WHITE  ,White Color  ,2.86  ,76,155,0,19,121.5,0,140.5,366.4,0,27/1,1,36,24,76,76,2.111111111,2.111111111,2.111111111,114,27/1,21.87407407,,,2.86,,,1.635305156,Cotton,S/J,Top
Fukuhara,18-08-2022  ,36 X 24,Main,MS-894W,AOP ON SCOURED FABRIC MATCHING IVORY 44600  ,White Color  ,2.72  ,72,150,123.9,55,47,0,225.9,0,,30/1,1,36,24,72,72,2,2,2,114,30/1,19.68666667,,,2.72,,,1.631237474,Cotton,S/J,Top
Pailung,18-08-2022  ,34 X 24,Other,PU-A25271AS3,WHITE  ,White Color  ,12.00/13.00  ,70,140,0.01,36.5,29,0,65.51,65.51,0,75D/72F,1,34,24,70,70,2.058823529,2.058823529,2.058823529,68,75D/72F,8.333333333,,,12,13,,0.240562612,Polyester,Mesh,Top
Jiunn Long,18-08-2022  ,36 X 24,Main,PU-27717022,PUMA WHITE-COLORO-01  ,White Color  ,2.86  ,76,160,124,142.9,135.2,0,402.1,402.1,0,27/1,1,36,24,76,76,2.111111111,2.111111111,2.111111111,72,27/1,21.87407407,,,2.86,,,1.635305156,Cotton,S/J,Top
Jiunn Long,18-08-2022  ,34 X 24,Main,LR-695W,WHITECAP GRAY [S/B MATCH WITH AOP BACKGROUND]  ,White Color  ,2.88  ,72,140,10.5,14,0,0,24.5,24.5,0,30/1,1,34,24,72,72,2.117647059,2.117647059,2.117647059,68,30/1,19.68666667,,,2.88,,,1.54061317,Cotton,S/J,Top
Jiunn Long,18-08-2022  ,28 X 24,Sample Without Order,"AU-17345,NB-Z2293","BLANCE, JAUNE 01 [MIMOSA: 14-0848 TCX]  ",White Color  ,3.15/1.15  ,56,180,0,0,11,0,11,36.5,0,"34/1,20/D",2,28,24,56,56,2,2,2,56,34/1,17.37058824,2.222222222,,3.15,1.15,,1.323112307,Cotton,LS/J,Bottom
Jiunn Long,18-08-2022  ,28 X 24,Sample Without Order,"AU-17345,NB-Z2293",NOIR  ,Black Color  ,3.15/1.15  ,56,180,0,0,13.3,0,13.3,0,,"34/1,20/D",2,28,24,56,56,2,2,2,56,34/1,17.37058824,2.222222222,,3.15,1.15,,1.323112307,Cotton,LS/J,Bottom
Jiunn Long,18-08-2022  ,28 X 24,Sample Without Order,"MS-070822-110/22,MS-070822-111/22,MS-070822-113/22,MS-100822-112/22,NB-Z2293",MEDIUM PINK 32338+SOFT WHITE 81000+TANGERINE 23024+LAGOON 23634  ,Wash  ,3.10/1.05  ,56,160,8.2,4,0,0,12.2,0,,"34/1,20/D",2,28,24,56,56,2,2,2,56,34/1,17.37058824,2.222222222,,3.1,1.05,,1.344452828,Cotton_Elastan,LS/J,Body
Jiunn Long,18-08-2022  ,30 X 24,Main,"EF-5010200354,NB-June-2022-S2870",A. GREY SNOW WHITE MEADOW LEAPRECHAUN  ,White Color  ,3.15/1.15  ,60,170,62,66,72.7,0,200.7,200.7,0,"36/1,20/D",2,30,24,60,60,2,2,2,60,36/1,16.40555556,2.222222222,,3.15,1.15,,1.285834035,Polyester,LS/J,Body
Jiunn Long,18-08-2022  ,30 X 24,Sample Without Order,AU-323,BLACK  ,Black Color  ,2.90  ,64,180,0,0,7,0,7,119.1,0,24/1,1,30,24,64,64,2.133333333,2.133333333,2.133333333,60,24/1,24.60833333,,,2.9,,,1.710578868,Cotton,S/J,Top
Jiunn Long,18-08-2022  ,30 X 24,Sample Without Order,AU-323,"TRUE NAVY, COAL GREY, KELLY GREEN, PURPLE, TRUE ROYAL, SAPPHIRE, MAROON, CAROLINA BLUE, SANGARIA, ORANGE, TRUE RED  ",Medium Color  ,2.85  ,64,180,42.1,70,0,0,112.1,0,,24/1,1,30,24,64,64,2.133333333,2.133333333,2.133333333,60,24/1,24.60833333,,,2.85,,,1.740589024,Cotton,S/J,Top
Jiunn Long,18-08-2022  ,30 X 24,Main,"EF-5010200354,NB-June-2022-S2870",SNOW WHITE D. BLACK CORNSILK  ,White Color  ,3.15/1.15  ,60,170,84.4,81.7,57.2,0,223.3,223.3,0,"36/1,20/D",2,30,24,60,60,2,2,2,60,36/1,16.40555556,2.222222222,,3.15,1.15,,1.285834035,Polyester,LS/J,Body
Jiunn Long,18-08-2022  ,38 X 24,Main,"GU-Z40016,NB-June-2022-S2870",BLACK  ,Average Color  ,3.10/1.10  ,76,155,105.5,103,105,0,313.5,313.5,0,"40/1,20/D",2,38,24,76,76,2,2,2,76,40/1,14.765,2.222222222,,3.1,1.1,,1.239524262,Cotton,LS/J,Body
Jiunn Long,18-08-2022  ,38 X 24,Main,"MS-898W,NB-June-2022-S2870",COMBO 4 - JAUNE  ,White Color  ,3.10/1.10  ,76,180,87.3,0,0,0,87.3,192.2,0,"30/1,20/D",2,38,24,76,76,2,2,2,76,30/1,19.68666667,2.222222222,,3.1,1.1,,1.431279332,Cotton,LS/J,Bottom
Jiunn Long,18-08-2022  ,38 X 24,Main,"MS-22/22,NB-Z4200",SAPPHIRE  ,Average Color  ,3.30/1.15  ,76,210,0,90.9,14,0,104.9,16.5,,"32/1,40/D",2,38,24,76,76,2,2,2,76,32/1,18.45625,4.444444444,,3.3,1.15,,1.301840542,Cotton_Elastan,S/J,Body
Jiunn Long,18-08-2022  ,28 X 28,Sample Without Order,"GU-20220603,NB-2218A",09 BLACK  ,Black Color  ,2.70/1.10  ,52,120,0,6,0,0,6,19.01,0,"75D/72F,20/D",2,28,28,52,52,1.857142857,1.857142857,1.857142857,56,75D/72F,8.333333333,2.222222222,,2.7,1.1,,1.069167165,Polyester,S/J,Body
Jiunn Long,18-08-2022  ,28 X 28,Sample Without Order,"GU-20220603,NB-2218A","70 PURPLE, 00 WHITE  ",White Color  ,2.70/1.20  ,52,120,0,0.01,13,0,13.01,0,,"75D/72F,20/D",2,28,28,52,52,1.857142857,1.857142857,1.857142857,56,75D/72F,8.333333333,2.222222222,,2.7,1.2,,1.069167165,Polyester,S/J,Body
Jiunn Long,18-08-2022  ,40 X 18,Sample Without Order,"VR-403,127",09 BLACK  ,Black Color  ,3.05/1.35  ,50,210,6.9,0,0,0,6.9,41.4,0,"32/1,40/D",2,40,18,50,50,1.25,1.25,1.25,80,32/1,18.45625,4.444444444,,3.05,1.35,,1.408548783,Cotton_Elastan,Rib,Body
Jiunn Long,18-08-2022  ,40 X 18,Main,"MS-12,NB-Z5242",GREY MARL  ,Melange  ,2.80/1.40  ,52,250,0,0,34.5,0,34.5,0,,"30/1,55/D",2,40,18,52,52,1.3,1.3,1.3,80,30/1,19.68666667,6.111111111,,2.8,1.4,,1.584630689,Cotton_Polyester,Rib,Rib
Jiunn Long,18-08-2022  ,28 X 24,Short,MGF-39,LT HTR GREY - 00097  ,Melange  ,2.70/2.60  ,76,210,0,0,40,0,40,100.3,0,24/1,1,28,24,76,76,2.714285714,2.714285714,2.714285714,56,24/1,24.60833333,,,2.7,2.6,,1.837288414,Cotton,Pique,Body
Jiunn Long,18-08-2022  ,28 X 24,Short,MGF-522124163,WARM STONE 00520 AOP  ,White Color  ,2.65/2.55  ,76,210,60.3,0,0,0,60.3,0,,24/1,1,28,24,76,76,2.714285714,2.714285714,2.714285714,56,24/1,24.60833333,,,2.65,2.55,,1.871954233,Cotton,Pique,Top
Jiunn Long,18-08-2022  ,28 X 24,Sample Without Order,LR-998-F-W,AS PER SWATCH  ,White Color  ,2.85  ,60,180,11.2,0,0,0,11.2,88.4,0,24/1,1,28,24,60,60,2.142857143,2.142857143,2.142857143,56,24/1,24.60833333,,,2.85,,,1.740589024,Cotton,S/J,Top
Jiunn Long,18-08-2022  ,28 X 24,Sample Without Order,AU-389W,"WHITE 11-0601TCX, PASTEL LILAC 14-3812TCX, PRISM PINK 14-2311TCX  ",White Color  ,2.72  ,56,150,4,0,0,0,4,0,,30/1,1,28,24,56,56,2,2,2,56,30/1,19.68666667,,,2.72,,,1.631237474,Cotton,S/J,Top
Jiunn Long,18-08-2022  ,28 X 24,Sample Without Order,MS-A2MS252003,AOP ON COLOR  ,Medium Color  ,2.96  ,62,165,0,0,18.7,0,18.7,0,,26/1,1,28,24,62,62,2.214285714,2.214285714,2.214285714,56,26/1,22.71538462,,,2.96,,,1.610157415,Polyester,S/J,Body
Jiunn Long,18-08-2022  ,28 X 24,Sample Without Order,MS-A2MS252001,COLOR  ,Medium Color  ,2.96  ,62,165,0,5.5,14,0,19.5,0,,26/1,1,28,24,62,62,2.214285714,2.214285714,2.214285714,56,26/1,22.71538462,,,2.96,,,1.610157415,Cotton_Polyester,S/J,Body
Jiunn Long,18-08-2022  ,28 X 24,Sample Without Order,MS-A2MS264001,COLOR  ,Medium Color  ,2.80  ,60,145,7,28,0,0,35,0,,32/1,1,28,24,60,60,2.142857143,2.142857143,2.142857143,56,32/1,18.45625,,,2.8,,,1.534312067,Cotton_Polyester,S/J,Body
Hangxing,18-08-2022  ,32 X 24,Main,LR-2910,GRIS CHINE [AOP]  ,Melange  ,2.65  ,62,140,0,0,24,0,24,290.71,0,34/1,1,32,24,62,62,1.9375,1.9375,1.9375,64,34/1,17.37058824,,,2.65,,,1.572756138,Cotton_Viscose,S/J,Bottom
Hangxing,18-08-2022  ,32 X 24,Main,LR-2910,GRIS CHINE [AOP]  ,Melange  ,2.65  ,62,140,0,0,0.01,0,0.01,0,,34/1,1,32,24,62,62,1.9375,1.9375,1.9375,64,34/1,17.37058824,,,2.65,,,1.572756138,Cotton_Viscose,S/J,Rib
Hangxing,18-08-2022  ,32 X 24,Main,LR-3672,GRISCHINE  ,Melange  ,2.92  ,68,140,0,0,8.8,0,8.8,0,,30/1,1,32,24,68,68,2.125,2.125,2.125,64,30/1,19.68666667,,,2.92,,,1.51950888,Cotton_Viscose,S/J,Top
Hangxing,18-08-2022  ,32 X 24,Main,GL-116,BLACK IRIS [COLOR S/B MATCH WITH SOLID COLOR OF Y/D]  ,Black Color  ,2.94  ,66,140,63.4,90,104.5,0,257.9,0,,30/1,1,32,24,66,66,2.0625,2.0625,2.0625,64,30/1,19.68666667,,,2.94,,,1.509172085,Cotton,S/J,Bottom
Hangxing,18-08-2022  ,34 X 24,Main,PU-Y2220052WQ,MEDIUM GRAY HEATHER-01  ,Melange  ,2.85  ,70,160,146,154,123.1,0,423.1,423.1,0,28/1,1,34,24,70,70,2.058823529,2.058823529,2.058823529,68,28/1,21.09285714,,,2.85,,,1.611472303,Cotton,S/J,Top
Hangxing,18-08-2022  ,34 X 24,Main,"GU-Z40016,NB-FEB-22-S-2813",BLACK  ,Average Color  ,3.10/1.10  ,68,155,70.9,110.7,67.6,0,249.2,249.2,5.5,"40/1,20/D",2,34,24,68,68,2,2,2,68,40/1,14.765,2.222222222,,3.1,1.1,,1.239524262,Cotton,LS/J,Body
Hangxing,18-08-2022  ,36 X 24,Other,PU-Y222002WQ,LIGHT GRAY HEATHER  ,Melange  ,2.76  ,72,160,147.3,149,230.9,0,527.2,527.2,0,28/1,1,36,24,72,72,2,2,2,72,28/1,21.09285714,,,2.76,,,1.664020313,Cotton,S/J,Top
Hangxing,18-08-2022  ,32 X 24,Main,SC-45/22,NAVY  ,Dark Color  ,2.86  ,68,180,137.9,128.8,126.9,0,393.6,393.6,0,24/1,1,32,24,68,68,2.125,2.125,2.125,64,24/1,24.60833333,,,2.86,,,1.734503048,Cotton,S/J,Body
Hangxing,18-08-2022  ,38 X 24,Main,"MS-2300590101,MS-2300590102,MS-2300590103,MS-2300590103A,MS-2300590201,MS-2300590202,MS-2301650301,MS-2301650302,MS-2301650401,NB-June-2022-S2870",NAVY 48633 -SOFT WHITE 81000 Y/D-NAVY MIX  ,Wash  ,3.10/1.05  ,76,160,75.5,92.1,121.7,0,289.3,289.3,0,"34/1,20/D",2,38,24,76,76,2,2,2,76,34/1,17.37058824,2.222222222,,3.1,1.05,,1.344452828,Cotton,LS/J,Top
Hangxing,18-08-2022  ,32 X 24,Main,SC-45/22,NAVY  ,Dark Color  ,2.86  ,68,180,88.2,130.9,162,0,381.1,381.1,0,24/1,1,32,24,68,68,2.125,2.125,2.125,64,24/1,24.60833333,,,2.86,,,1.734503048,Cotton,S/J,Body
Hangxing,18-08-2022  ,38 X 24,Main,"MS-2300590101,MS-2300590102,MS-2300590103,MS-2300590103A,MS-2300590201,MS-2300590202,MS-2301650301,MS-2301650302,MS-2301650401,NB-June-2022-S2870",NAVY 48633 -SOFT WHITE 81000 Y/D-NAVY MIX  ,Wash  ,3.10/1.05  ,76,160,109,85.1,80.2,0,274.3,274.3,0,"34/1,20/D",2,38,24,76,76,2,2,2,76,34/1,17.37058824,2.222222222,,3.1,1.05,,1.344452828,Cotton,LS/J,Top
Hangxing,18-08-2022  ,34 X 24,Main,MS-1260,AOP ON BC 05  ,Melange  ,2.90  ,72,140,110.1,129.7,98.3,0,338.1,338.1,0,32/1,1,34,24,72,72,2.117647059,2.117647059,2.117647059,68,32/1,18.45625,,,2.9,,,1.481404755,Cotton_Viscose,S/J,Bottom
Hangxing,18-08-2022  ,36 X 24,Main,"FB-22-16472,FB-22-16474,NB-June-2022-S2870",NAVY WHITE STRIPE  ,Wash  ,3.10/1.10  ,72,180,6.8,0,0,0,6.8,112.6,0,"30/1,20/D",2,36,24,72,72,2,2,2,72,30/1,19.68666667,2.222222222,,3.1,1.1,,1.431279332,Cotton_Elastan,LS/J,Top
Hangxing,18-08-2022  ,36 X 24,Main,"LR-49937,LR-49939,NB-June-2022-S2870",NAVY BLAZER / CLOUD DANCER [Y/D]  ,Wash  ,3.10/1..05  ,70,160,7.5,57.1,41.2,0,105.8,0,,"34/1,20/D",2,36,24,70,70,1.944444444,1.944444444,1.944444444,72,34/1,17.37058824,2.222222222,,3.1,1.05,,1.344452828,Cotton_Elastan,LS/J,Bottom
Hangxing,18-08-2022  ,36 X 24,Main,"MS-16,NB-FEB-22-S-2813",GREY MARL  ,Melange  ,3.15/1.15  ,72,160,8,53.6,80.8,0,142.4,142.41,0,"34/1,20/D",2,36,24,72,72,2,2,2,72,34/1,17.37058824,2.222222222,,3.15,1.15,,1.323112307,Cotton,LS/J,Body
Hangxing,18-08-2022  ,36 X 24,Main,"LR-117,NB-FEB-22-S-2813",BLACK IRIS [AOP]  ,Black Color  ,3.10/1.10  ,74,160,0.01,0,0,0,0.01,0,,"34/1,20/D",2,36,24,74,74,2.055555556,2.055555556,2.055555556,72,34/1,17.37058824,2.222222222,,3.1,1.1,,1.344452828,Cotton_Elastan,LS/J,Bottom
Hangxing,18-08-2022  ,38 X 24,Main,"BF-1235403,MS-1235101,MS-1235102,MS-1235201,MS-1235202,MS-1235301,MS-1235302,MS-1235401,MS-1235402,MS-1235501,MS-1235503,MS-1235504,MS-1235505,MS-1235506,NB-June-2022-S2870",BLACK-DUSTED PINK-MEDIUM PINK-EMERALD-DARK GREEN Y/D- PINK MIX  ,Wash  ,3.10/1.05  ,76,160,48.1,93.2,87.8,0,229.1,229.1,0,"34/1,20/D",2,38,24,76,76,2,2,2,76,34/1,17.37058824,2.222222222,,3.1,1.05,,1.344452828,Cotton,LS/J,Top
Hangxing,18-08-2022  ,34 X 24,Other,TC-457PH,STARGAZER PANTONE  ,Dark Color  ,2.90/1.38  ,74,240,53.5,79,82.1,0,214.6,214.6,0,24/1,1,34,24,74,74,2.176470588,2.176470588,2.176470588,68,24/1,24.60833333,,,2.9,1.38,,1.710578868,Cotton_Polyester,Fleece_terry,Body
Hangxing,18-08-2022  ,36 X 24,Main,"AU-22-18550,AU-22-18551",SNOW WHITE/NIGHT SKY  ,Wash  ,2.95  ,78,160,93.4,99.9,97,0,290.3,290.31,0,26/1,1,36,24,78,78,2.166666667,2.166666667,2.166666667,72,26/1,22.71538462,,,2.95,,,1.615615575,Cotton,S/J,Body
Hangxing,18-08-2022  ,32 X 24,Main,BF-2706/6,"RIBBON RED[19-1663 TCX], RIBBON RED 19-1663 TCX  ",Dark Color  ,2.85  ,66,180,0,0,0.01,0,0.01,0,,26/1,1,32,24,66,66,2.0625,2.0625,2.0625,64,26/1,22.71538462,,,2.85,,,1.672303841,Cotton,S/J,Top
Hangxing,18-08-2022  ,34 X 24,Main,LR-55/5,BLUE VIF  ,Light Color  ,2.90  ,70,140,0,11.8,0,0,11.8,217.01,0,30/1,1,34,24,70,70,2.058823529,2.058823529,2.058823529,68,30/1,19.68666667,,,2.9,,,1.529988252,Cotton,S/J,Top
Hangxing,18-08-2022  ,34 X 24,Main,LR-55/5,NAVY BLUE  ,Average Color  ,2.90  ,70,140,77.7,72.2,55.31,0,205.21,0,,30/1,1,34,24,70,70,2.058823529,2.058823529,2.058823529,68,30/1,19.68666667,,,2.9,,,1.529988252,Cotton,S/J,Bottom
Hangxing,18-08-2022  ,38 X 24,Main,"BF-1235403,MS-1235101,MS-1235102,MS-1235201,MS-1235202,MS-1235301,MS-1235302,MS-1235401,MS-1235402,MS-1235501,MS-1235503,MS-1235504,MS-1235505,MS-1235506,NB-June-2022-S2870",BLACK-DUSTED PINK-MEDIUM PINK-EMERALD-DARK GREEN Y/D- PINK MIX  ,Wash  ,3.10/1.05  ,76,160,84.7,91.3,35,0,211,211,0,"34/1,20/D",2,38,24,76,76,2,2,2,76,34/1,17.37058824,2.222222222,,3.1,1.05,,1.344452828,Cotton,LS/J,Top
Hangxing,18-08-2022  ,34 X 18,Main,"NB-FEB-22-S-2813,TOR-574,TOR-SD037",BLACK MARLE  ,Melange  ,17.00/15.00/0.7  ,60,320,27.8,23.2,29.2,0,80.2,80.2,0,"34/1,20/D,50D/36F",3,34,18,60,60,1.764705882,1.764705882,1.764705882,68,34/1,17.37058824,2.222222222,5.555555556,17,15,0.7,0.245164927,Cotton_Polyester,Interlock,Top
Hangxing,18-08-2022  ,34 X 18,Main,"NB-FEB-22-S-2813,TOR-21,TOR-SD039,TOR-SD044",GREY MARLE  ,Melange  ,17.00/15.00/0.7  ,60,320,0.01,19.2,0,0,19.21,19.21,0,"34/1,20/D,50D/36F",3,34,18,60,60,1.764705882,1.764705882,1.764705882,68,34/1,17.37058824,2.222222222,5.555555556,17,15,0.7,0.245164927,Cotton_Polyester,Interlock,Top
Hangxing,18-08-2022  ,34 X 18,Main,"NB-FEB-22-S-2813,TOR-574,TOR-SD037",BLACK MARLE  ,Melange  ,17.00/15.00/0.7  ,60,320,0,0,0.01,0,0.01,81.81,0,"34/1,20/D,50D/36F",3,34,18,60,60,1.764705882,1.764705882,1.764705882,68,34/1,17.37058824,2.222222222,5.555555556,17,15,0.7,0.245164927,Cotton_Polyester,Interlock,Top
Hangxing,18-08-2022  ,34 X 18,Main,"NB-FEB-22-S-2813,TOR-574,TOR-SD037",BLACK MARLE  ,Melange  ,17.00/15.00/0.7  ,60,320,28.7,25.8,27.3,0,81.8,0,,"34/1,20/D,50D/36F",3,34,18,60,60,1.764705882,1.764705882,1.764705882,68,34/1,17.37058824,2.222222222,5.555555556,17,15,0.7,0.245164927,Cotton_Polyester,Interlock,Top
Hangxing,18-08-2022  ,32 X 24,Main,EF-0138,HUAFU HB1660BY  ,Melange  ,2.66  ,64,150,101,116.1,111.5,0,328.6,328.6,0,30/1,1,32,24,64,64,2,2,2,64,30/1,19.68666667,,,2.66,,,1.668032305,Cotton,S/J,other
Hangxing,18-08-2022  ,36 X 24,Main,"AU-22-17164-A,AU-22-18992",SHADED SPRUCE/SNOW WH  ,Wash  ,2.95  ,78,160,66.2,85.5,126.52,0,278.22,278.22,0,26/1,1,36,24,78,78,2.166666667,2.166666667,2.166666667,72,26/1,22.71538462,,,2.95,,,1.615615575,Cotton,S/J,Body
