M/C Brand,Production Date,M/C Dia & Gauge,Booking Type,Lot,Color,Color Range,stitch,Dia,GSM,SHIFT-A,SHIFT-B,SHIFT-C,Without Shift(Outbound),Shift Total,Machine Total,Reject Qty,Yarn_Count,Yarn_count_length,m/c_dia,m/c_gauge,fabric_dia_1,fabric_dia_2,contraction_1,contraction_2,contraction,number_of_feeders,yarn_count_1,yarn_count_tex_1,yarn_count_tex_2,yarn_count_tex_3,stitch_1,stitch_2,stitch_3,tightness_factor,composition,construction,body_part
Fukuhara,01-06-2022  ,52 X 14,Main,MGF-SS-8,PURE WHITE 00010  ,White Color  ,4.75  ,52,700,0,0,23.72,0,23.72,211.22,0,24/1,1,52,14,52,52,1,1,1,156,24/1,24.60833333,,,4.75,,,1.044353414,Cotton,Rib,Rib
Fukuhara,01-06-2022  ,52 X 14,Main,MGF-SS-8,PURE WHITE 00010  ,White Color  ,4.75  ,52,700,0,0,31,0,31,,0,24/1,1,52,14,52,52,1,1,1,156,24/1,24.60833333,,,4.75,,,1.044353414,Cotton,Rib,Rib
Fukuhara,01-06-2022  ,52 X 14,Main,MGF-63,CHARCOAL HEATHER - 00009  ,Wash  ,4.75  ,52,700,0,0,29.7,0,29.7,,0,24/1,1,52,14,52,52,1,1,1,156,24/1,24.60833333,,,4.75,,,1.044353414,Cotton,Rib,Rib
Fukuhara,01-06-2022  ,52 X 14,Main,"BF-22-10200,BF-22-12463",RIBBON RED[19-1663 TCX]; 5MM TIPPING-WHITE  ,Wash  ,4.70  ,52,700,0,0,46,0,46,,0,24/1,1,52,14,52,52,1,1,1,156,24/1,24.60833333,,,4.7,,,1.055463557,Cotton,other,Rib
Fukuhara,01-06-2022  ,52 X 14,Main,BF-22-12463,RIBBON RED[19-1663 TCX]; 5MM TIPPING-WHITE  ,Wash  ,4.70  ,52,700,0,0,80.8,0,80.8,,0,24/1,1,52,14,52,52,1,1,1,156,24/1,24.60833333,,,4.7,,,1.055463557,Cotton,other,Rib
Fukuhara,01-06-2022  ,32 X 24,Main,GU-L1811132018,09 BLACK  ,Black Color  ,2.90  ,66,140,192.5,180.6,192.8,0,565.9,565.9,0,32/1,1,32,24,66,66,2.0625,2.0625,2.0625,102,32/1,18.45625,,,2.9,,,1.481404755,Cotton,S/J,Body
Fukuhara,01-06-2022  ,32 X 24,Main,"MS-13083327,NB-Z3204",NAVY  ,Dark Color  ,3.10/1.35/1.10  ,72,230,108.4,112.2,117.5,0,338.1,338.1,0,"30/1,30/D",2,32,24,72,72,2.25,2.25,2.25,96,30/1,19.68666667,3.333333333,,3.1,1.35,1.1,1.431279332,Cotton_Elastan,Fleece_terry,Bottom
Fukuhara,01-06-2022  ,32 X 24,Main,GU-L1811132018,09 BLACK  ,Black Color  ,2.90  ,66,140,187.1,192.1,187.2,0,566.4,566.4,0,32/1,1,32,24,66,66,2.0625,2.0625,2.0625,102,32/1,18.45625,,,2.9,,,1.481404755,Cotton,S/J,Body
Fukuhara,01-06-2022  ,32 X 24,Main,GU-667W,00 WHITE  ,White Color  ,2.95  ,66,140,178.1,173,175.9,0,527,527,0,30/1,1,32,24,66,66,2.0625,2.0625,2.0625,102,30/1,19.68666667,,,2.95,,,1.504056248,Cotton,S/J,Body
Fukuhara,01-06-2022  ,34 X 24,Main,MS-L2811130034,HOT PINK  ,Light Color  ,2.85  ,70,140,210,191.3,192.5,0,593.8,593.8,0,30/1,1,34,24,70,70,2.058823529,2.058823529,2.058823529,108,30/1,19.68666667,,,2.85,,,1.556830151,Cotton,S/J,Top
Fukuhara,01-06-2022  ,30 X 24,Other,"GU-W30004,NB-S2803",WHITE  ,White Color  ,3.00/1.00  ,60,160,112.5,109.9,111.7,0,334.1,334.1,0,"40/1,20/D",2,30,24,60,60,2,2,2,96,40/1,14.765,2.222222222,,3,1,,1.280841737,Cotton_Elastan,LS/J,Body
Lisky,01-06-2022  ,30 X 20,Main,"TC-1431P,TC-1469P",INSIGNIA BLUE PANTONE 19-4028 TCX [SINGLE COTTON PART DYE]  ,Melange  ,4.55/3.65/1.90  ,70,280,86.1,17.4,0,0,103.5,229.9,0,"20/1,30/1",2,30,20,70,70,2.333333333,2.333333333,2.333333333,60,20/1,29.53,19.68666667,,4.55,3.65,1.9,1.19431896,Cotton_Polyester,Fleece_terry,Bottom
Lisky,01-06-2022  ,30 X 20,Main,"PU-2006/1,PU-495,PU-R290/MZ40",PUMA BLACK-DYSTAR-01  ,Black Color  ,4.70/3.30/2.04  ,68,280,0,9,117.4,0,126.4,,0,"32/1,10/1,75D/36F",3,30,20,68,68,2.266666667,2.266666667,2.266666667,60,32/1,18.45625,59.06,8.333333333,4.7,3.3,2.04,0.914058253,Cotton_Polyester,Fleece_terry,Top
Lisky,01-06-2022  ,30 X 20,Main,"PU-2006/1,PU-495,PU-R290/MZ40","DUSTY TAN-01, BRIDAL ROSE-01  ",Medium Color  ,4.55/3.25/1.65  ,72,280,89.7,93.7,98.8,0,282.2,282.2,15.7,"32/1,10/1,75D/36F",3,30,20,72,72,2.4,2.4,2.4,60,32/1,18.45625,59.06,8.333333333,4.55,3.25,1.65,0.944192042,Cotton_Polyester,Fleece_terry,Top
Lisky,01-06-2022  ,30 X 20,Main,"PU-2006/1,PU-495,PU-R290/MZ40","DUSTY TAN-01, BRIDAL ROSE-01  ",Medium Color  ,4.55/3.25/1.65  ,72,280,104.5,90.6,79.4,0,274.5,274.5,6.8,"32/1,10/1,75D/36F",3,30,20,72,72,2.4,2.4,2.4,60,32/1,18.45625,59.06,8.333333333,4.55,3.25,1.65,0.944192042,Cotton_Polyester,Fleece_terry,Top
Lisky,01-06-2022  ,30 X 20,Main,"PU-2006/1,PU-495,PU-R290/MZ40",PUMA BLACK-01  ,Black Color  ,4.70/3.30/2.04  ,68,280,102,104.7,102.1,0,308.8,308.8,2.1,"32/1,10/1,75D/36F",3,30,20,68,68,2.266666667,2.266666667,2.266666667,60,32/1,18.45625,59.06,8.333333333,4.7,3.3,2.04,0.914058253,Cotton_Polyester,Fleece_terry,Top
Lisky,01-06-2022  ,30 X 20,Main,"PU-495,PU-JMA3188,PU-R290/MZ40",LIGHT GRAY HEATHER-01  ,Melange  ,4.55/3.25/1.65  ,72,280,100,86,95.7,0,281.7,281.7,0,"32/1,10/1,75D/36F",3,30,20,72,72,2.4,2.4,2.4,60,32/1,18.45625,59.06,8.333333333,4.55,3.25,1.65,0.944192042,Cotton_Polyester,Fleece_terry,Top
Lisky,01-06-2022  ,30 X 20,Main,"PU-2006/1,PU-495,PU-R290/MZ40",PUMA BLACK-01  ,Black Color  ,4.70/3.30/2.04  ,68,280,103.9,115,126,0,344.9,344.9,0,"32/1,10/1,75D/36F",3,30,20,68,68,2.266666667,2.266666667,2.266666667,60,32/1,18.45625,59.06,8.333333333,4.7,3.3,2.04,0.914058253,Cotton_Polyester,Fleece_terry,Top
Fukuhara,01-06-2022  ,30 X 24,Other,"GU-L1811140006,NB-S2803",AVG  ,Average Color  ,3.00/1.00  ,60,160,110.3,121.6,89.6,0,321.5,321.5,7.9,"40/1,20/D",2,30,24,60,60,2,2,2,96,40/1,14.765,2.222222222,,3,1,,1.280841737,Cotton_Elastan,LS/J,Body
Fukuhara,01-06-2022  ,30 X 24,Main,TC-457P,STARGAZER PANTONE 19-4316 TCX  ,Dark Color  ,2.90/1.38  ,66,240,118.1,113.7,123,0,354.8,354.8,0,24/1,1,30,24,66,66,2.2,2.2,2.2,90,24/1,24.60833333,,,2.9,1.38,,1.710578868,Cotton_Polyester,Fleece_terry,Bottom
Fukuhara,01-06-2022  ,30 X 24,Main,TC-457P,BLUEBERRY PANTONE 19-4021 TCX  ,Dark Color  ,2.90/1.38  ,66,240,122.9,126.1,128.3,0,377.3,377.3,0,24/1,1,30,24,66,66,2.2,2.2,2.2,90,24/1,24.60833333,,,2.9,1.38,,1.710578868,Cotton_Polyester,Fleece_terry,Bottom
Fukuhara,01-06-2022  ,28 X 24,Other,GU-L1711140101,MID  ,Medium Color  ,2.65/2.60  ,any,150,0,13.2,0,0,13.2,13.2,0,40/1,1,28,24,any,any,0,0,0,84,40/1,14.765,,,2.65,2.6,,1.450009514,Cotton,Mesh,Body
Fukuhara,01-06-2022  ,28 X 24,Main,"MS-22-08148,MS-22-09035,MS-22-12330,MS-22-12331",YD  ,Wash  ,2.88  ,60,140,65.8,55.9,62.5,0,184.2,184.2,0,30/1,1,28,24,60,60,2.142857143,2.142857143,2.142857143,90,30/1,19.68666667,,,2.88,,,1.54061317,Cotton,S/J,Top
Lisky,01-06-2022  ,30 X 20,Main,"TC-1431P,TC-1469P",INSIGNIA BLUE PANTONE 19-4028 TCX [SINGLE COTTON PART DYE]  ,Melange  ,4.55/3.65/1.90  ,70,280,94.2,96.3,82.3,0,272.8,272.8,0,"20/1,30/1",2,30,20,70,70,2.333333333,2.333333333,2.333333333,60,20/1,29.53,19.68666667,,4.55,3.65,1.9,1.19431896,Cotton_Polyester,Fleece_terry,Body
Lisky,01-06-2022  ,30 X 20,Main,"TC-1431P,TC-1469P",INSIGNIA BLUE PANTONE 19-4028 TCX [SINGLE COTTON PART DYE]  ,Melange  ,4.55/3.65/1.90  ,70,280,102.2,100.2,98.7,0,301.1,301.1,0,"20/1,30/1",2,30,20,70,70,2.333333333,2.333333333,2.333333333,60,20/1,29.53,19.68666667,,4.55,3.65,1.9,1.19431896,Cotton_Polyester,Fleece_terry,Bottom
Pailung,01-06-2022  ,42 X 14,Main,"EF-40,NB-Z7208",15-1906 TCX ZEPHYR  ,Light Color  ,3.60/1.45  ,52,400,44.8,46.1,50.9,0,141.8,141.8,0,"34/1,70/D",2,42,14,52,52,1.238095238,1.238095238,1.238095238,84,34/1,17.37058824,7.777777778,,3.6,1.45,,1.157723268,Cotton_Elastan,Rib,Bottom
Jiunn Long,01-06-2022  ,40 X 18,Main,"NB-Z7208,SS-883W",WHITE-01  ,White Color  ,2.90/1.45  ,50,340,57.2,18.5,18.6,0,94.3,94.3,0,"24/1,70/D",2,40,18,50,50,1.25,1.25,1.25,80,24/1,24.60833333,7.777777778,,2.9,1.45,,1.710578868,Cotton,Rib,Rib
Pailung,01-06-2022  ,40 X 18,Main,MS-13203,"DARK PINK MSCC 32728 A, BUBBLEGUM PINK MSNL 32031 A, HEATHER MSCC 32628 A, GRASS MSCC 22832 A  ",Light Color  ,2.64  ,76,225,108.5,107.8,113.3,0,329.6,329.6,0,28/1,1,40,18,76,76,1.9,1.9,1.9,80,28/1,21.09285714,,,2.64,,,1.7396576,Cotton,Rib,Top
Fukuhara,01-06-2022  ,38 X 24,Main,MS-13203,COBALT MSCC 20594 A  ,Dark Color  ,2.80  ,76,155,203.1,215.3,208.4,0,626.8,626.8,0,28/1,1,38,24,76,76,2,2,2,120,28/1,21.09285714,,,2.8,,,1.640248595,Cotton,S/J,Top
Fukuhara,01-06-2022  ,38 X 24,Main,"AU-L1811134042,NB-S2803","BLACK-10005, NAVY-48633  ",Average Color  ,3.15/1.15  ,76,160,0,0,16,0,16,186.1,0,"34/1,20/D",2,38,24,76,76,2,2,2,120,34/1,17.37058824,2.222222222,,3.15,1.15,,1.323112307,Cotton,LS/J,Top
Fukuhara,01-06-2022  ,38 X 24,Main,MS-13203,"SOFT ORANGE MSCI 32439 A, HYACYNTH MSNL 32145 A, PALE JADE MSCC 48017 A  ",Light Color  ,2.80  ,76,155,170.1,0,0,0,170.1,,0,28/1,1,38,24,76,76,2,2,2,120,28/1,21.09285714,,,2.8,,,1.640248595,Cotton,S/J,Top
Fukuhara,01-06-2022  ,38 X 24,Main,MS-1274,AOP ON BC 05  ,Melange  ,2.95  ,80,140,144.7,133,181.5,0,459.2,484.5,0,30/1,1,38,24,80,80,2.105263158,2.105263158,2.105263158,120,30/1,19.68666667,,,2.95,,,1.504056248,Cotton_Viscose,S/J,Bottom
Fukuhara,01-06-2022  ,38 X 24,Main,MS-13203,"CANDY MSCC 20236 A, BRIGHT PINK MSC1 62368 A  ",Light Color  ,2.80  ,76,155,25.3,0,0,0,25.3,,0,28/1,1,38,24,76,76,2,2,2,120,28/1,21.09285714,,,2.8,,,1.640248595,Cotton,S/J,Top
Fukuhara,01-06-2022  ,34 X 24,Main,PU-SR-10126,PUMA BLACK-01  ,Black Color  ,2.95  ,72,150,159.8,180.4,112.5,0,452.7,452.7,5,30/1,1,34,24,72,72,2.117647059,2.117647059,2.117647059,102,30/1,19.68666667,,,2.95,,,1.504056248,Cotton_Polyester,S/J,Top
Fukuhara,01-06-2022  ,36 X 24,Main,PU-Y223004WQ,MEDIUM GRAY HEATHER-01  ,Melange  ,2.85  ,74,160,227.4,234.4,242,0,703.8,703.8,0,28/1,1,36,24,74,74,2.055555556,2.055555556,2.055555556,114,28/1,21.09285714,,,2.85,,,1.611472303,Cotton,S/J,Top
Fukuhara,01-06-2022  ,36 X 24,Main,SC-806W,BLACK  ,Black Color  ,2.90  ,74,140,148.2,169.1,176.4,0,493.7,493.7,0,32/1,1,36,24,74,74,2.055555556,2.055555556,2.055555556,114,32/1,18.45625,,,2.9,,,1.481404755,Cotton,S/J,Top
Fukuhara,01-06-2022  ,36 X 24,Main,SC-206,BLACK  ,Black Color  ,2.90  ,74,140,194.7,72.9,0,0,267.6,536.5,0,32/1,1,36,24,74,74,2.055555556,2.055555556,2.055555556,114,32/1,18.45625,,,2.9,,,1.481404755,Cotton,S/J,Top
Fukuhara,01-06-2022  ,36 X 24,Other,SC-206,BLACK  ,Black Color  ,2.90  ,74,140,0,116.9,152,0,268.9,,0,32/1,1,36,24,74,74,2.055555556,2.055555556,2.055555556,114,32/1,18.45625,,,2.9,,,1.481404755,Cotton,S/J,Top
Fukuhara,01-06-2022  ,36 X 24,Other,MS-L2811130035,LIGHT  ,Light Color  ,2.85  ,74,140,179.9,198.6,203,0,581.5,581.5,0,30/1,1,36,24,74,74,2.055555556,2.055555556,2.055555556,114,30/1,19.68666667,,,2.85,,,1.556830151,Cotton,S/J,Body
Pailung,01-06-2022  ,34 X 18,Sample Without Order,PU-7073,HEATHER MSCC 32628 A  ,Light Color  ,2.62  ,64,225,0,0,9,0,9,84.5,0,28/1,1,34,18,64,64,1.882352941,1.882352941,1.882352941,68,28/1,21.09285714,,,2.62,,,1.752937429,Cotton,Rib,Body
Pailung,01-06-2022  ,34 X 18,Sample Without Order,PU-27717014,DEEP NAVY/19  ,Dark Color  ,2.65  ,64,250,0,0,7,0,7,,0,27/1,1,34,18,64,64,1.882352941,1.882352941,1.882352941,68,27/1,21.87407407,,,2.65,,,1.764895376,Cotton,Rib,Rib
Pailung,01-06-2022  ,34 X 18,Sample Without Order,PU-7073,"GRASS MSCC 22832 A, BUBBLEGUM PINK MSNL 32031 A, DARK PINK MSCC 32728 A, HOT BRONZE MSCI 47692 A  ",Medium Color  ,2.66  ,64,225,0,33.2,0,0,33.2,,0,28/1,1,34,18,64,64,1.882352941,1.882352941,1.882352941,68,28/1,21.09285714,,,2.66,,,1.726577468,Cotton,Rib,Body
Pailung,01-06-2022  ,34 X 18,Sample Without Order,"FB-29,NB-JAN-22-Z7202","BLACK, DARK GREY 19-3803 TPG  ",Black Color  ,2.95/1.30  ,66,330,0,0,17.1,0,17.1,,0,"24/1,70/D",2,34,18,66,66,1.941176471,1.941176471,1.941176471,68,24/1,24.60833333,7.777777778,,2.95,1.3,,1.681586006,Cotton,Rib,Top
Pailung,01-06-2022  ,34 X 18,Sample Without Order,"FB-29,NB-JAN-22-Z7202","NAVY 534 C, RED 186 C, BLUE 2144 C  ",Medium Color  ,2.95/1.30  ,66,330,0,0,18.2,0,18.2,,0,"24/1,70/D",2,34,18,66,66,1.941176471,1.941176471,1.941176471,68,24/1,24.60833333,7.777777778,,2.95,1.3,,1.681586006,Cotton,Rib,Top
Fukuhara,01-06-2022  ,36 X 18,Other,GU-L1811140006,BLACK  ,Black Color  ,2.60  ,66,160,17,0,0,0,17,17,0,40/1,1,36,18,66,66,1.833333333,1.833333333,1.833333333,108,40/1,14.765,,,2.6,,,1.477894312,Cotton,Rib,Body
Pailung,01-06-2022  ,34 X 18,Main,"PU-27717015,SS-A975/MPOO",PUMA WHITE-01  ,White Color  ,2.95/2.75  ,72,280,72.4,73,73.8,0,219.2,219.2,0,"27/1,50D/36F",2,34,18,72,72,2.117647059,2.117647059,2.117647059,68,27/1,21.87407407,5.555555556,,2.95,2.75,,1.58541449,Cotton_Polyester,Rib,Rib
Pailung,01-06-2022  ,34 X 18,Main,"PU-27717014,PU-G445/M080",PUMA BLACK-01  ,Black Color  ,2.95/2.75  ,72,280,0,41,73.2,0,114.2,202.1,0,"27/1,55D/48F",2,34,18,72,72,2.117647059,2.117647059,2.117647059,68,27/1,21.87407407,6.111111111,,2.95,2.75,,1.58541449,Cotton_Polyester,Rib,Rib
Pailung,01-06-2022  ,34 X 18,Main,"PU-Y223004WQ,TOR-NB60504",MEDIUM GRAY HEATHER-01  ,Melange  ,2.95/2.75  ,72,280,66.9,21,0,0,87.9,,0,"28/1,50D/36F",2,34,18,72,72,2.117647059,2.117647059,2.117647059,68,28/1,21.09285714,5.555555556,,2.95,2.75,,1.556846124,Cotton_Polyester,Rib,Rib
Fukuhara,01-06-2022  ,26 X 24,Main,MGF-18,LT HTR GREY - 00097  ,Melange  ,2.70/2.60  ,72,210,104.3,110,115,0,329.3,329.3,0,24/1,1,26,24,72,72,2.769230769,2.769230769,2.769230769,78,24/1,24.60833333,,,2.7,2.6,,1.837288414,Cotton,Pique,Body
Fukuhara,01-06-2022  ,26 X 24,Main,MGF-16,LT OATMEAL HEATHER 02531  ,Melange  ,2.70/2.60  ,72,210,97.6,99.3,58.4,0,255.3,255.3,0,24/1,1,26,24,72,72,2.769230769,2.769230769,2.769230769,78,24/1,24.60833333,,,2.7,2.6,,1.837288414,Cotton,Pique,Body
Fukuhara,01-06-2022  ,36 X 24,Main,MS-1274,AOP ON BC 05  ,Melange  ,2.95  ,76,140,202.2,204.8,214.7,0,621.7,621.7,0,30/1,1,36,24,76,76,2.111111111,2.111111111,2.111111111,114,30/1,19.68666667,,,2.95,,,1.504056248,Cotton_Viscose,S/J,Top
Santoni,01-06-2022  ,32 X 28,Main,"GU-NA10730,NB-S2803",00 WHITE  ,White Color  ,2.70/1.10  ,60,120,40.5,0.01,0,0,40.51,47.51,0,"75D/72F,20/D",2,32,28,60,60,1.875,1.875,1.875,64,75D/72F,8.333333333,2.222222222,,2.7,1.1,,1.069167165,Polyester,S/J,Body
Santoni,01-06-2022  ,32 X 28,Main,"GU-NB60717,NB-S2803",09 BLACK  ,Black Color  ,2.70/1.10  ,60,120,0,7,0,0,7,,0,"75D/72F,20/D",2,32,28,60,60,1.875,1.875,1.875,64,75D/72F,8.333333333,2.222222222,,2.7,1.1,,1.069167165,Cotton_Polyester,S/J,Body
Jiunn Long,01-06-2022  ,32 X 28,Main,"GU-NA10730,NB-S2803",00 WHITE  ,White Color  ,2.70/1.10  ,60,120,0,44.5,61.6,0,106.1,106.12,0,"75D/72F,20/D",2,32,28,60,60,1.875,1.875,1.875,64,75D/72F,8.333333333,2.222222222,,2.7,1.1,,1.069167165,Polyester,S/J,Body
Jiunn Long,01-06-2022  ,32 X 28,Main,"GU-NB60717,NB-S2803",09 BLACK  ,Black Color  ,2.70/1.10  ,60,120,0.01,0.01,0,0,0.02,,0,"75D/72F,20/D",2,32,28,60,60,1.875,1.875,1.875,64,75D/72F,8.333333333,2.222222222,,2.7,1.1,,1.069167165,Cotton_Polyester,S/J,Body
Jiunn Long,01-06-2022  ,32 X 28,Main,"GU-NA10730,NB-S2803",00 WHITE  ,White Color  ,2.70/1.10  ,60,120,51,52,52.3,0,155.3,155.3,0,"75D/72F,20/D",2,32,28,60,60,1.875,1.875,1.875,64,75D/72F,8.333333333,2.222222222,,2.7,1.1,,1.069167165,Polyester,S/J,Body
Jiunn Long,01-06-2022  ,34 X 28,Main,PU-10045AE,"CHILI POWDER HEATHER-01, DARK NIGHT HEATHER-01, ORCHID SHADOW HEATHER-01, PUMA BLACK-01, GREEN MOSS HEATHER-01, PUMA BLACK HEATHER-01, BIRCH TREE HEATHER-01, CAYENNE PEPPER HEATHER-01, LOVEABLE-01, ROYAL SAPPHIRE HEATHER-01, MEDIUM GRAY HEATHER-01, SPRING LAVENDER HEATHER-01  ",Average Color  ,2.64  ,76,150,100,80,73,0,253,253,0,75D/72F/2,1,34,28,76,76,2.235294118,2.235294118,2.235294118,68,75D/72F/2,8.333333333,,,2.64,,,1.093466419,Cotton_Polyester,S/J,Top
Pailung,01-06-2022  ,34 X 24,Main,PU-E887/MJ0W,PUMA WHITE-01  ,White Color  ,12.00/13.00  ,70,140,29,31,28,0,88,88,0,75D/72F,1,34,24,70,70,2.058823529,2.058823529,2.058823529,68,75D/72F,8.333333333,,,12,13,,0.240562612,Polyester,Mesh,Top
Pailung,01-06-2022  ,34 X 24,Main,PU-E887/MJ0W,PUMA WHITE-01  ,White Color  ,12.00/13.00  ,70,140,29,30,28,0,87,87,0,75D/72F,1,34,24,70,70,2.058823529,2.058823529,2.058823529,68,75D/72F,8.333333333,,,12,13,,0.240562612,Polyester,Mesh,Top
Pailung,01-06-2022  ,34 X 28,Other,NW-NA10712/8,AVG  ,Average Color  ,1.20  ,72,135,0,28,26,0,54,54,0,75D/72F,1,34,28,72,72,2.117647059,2.117647059,2.117647059,68,75D/72F,8.333333333,,,1.2,,,2.405626122,Polyester,Interlock,Body
Pailung,01-06-2022  ,34 X 28,Main,NW-NA10712/8,"BLACK 999, NAVY 390  ",Average Color  ,1.20  ,72,135,16,0,0,0,16,16,0,75D/72F,1,34,28,72,72,2.117647059,2.117647059,2.117647059,68,75D/72F,8.333333333,,,1.2,,,2.405626122,Polyester,Interlock,Body
Pailung,01-06-2022  ,34 X 28,Other,NW-NA10712/8,AVG  ,Average Color  ,1.20  ,72,135,0,24,24.5,0,48.5,48.5,0,75D/72F,1,34,28,72,72,2.117647059,2.117647059,2.117647059,68,75D/72F,8.333333333,,,1.2,,,2.405626122,Polyester,Interlock,Body
Jiunn Long,01-06-2022  ,34 X 28,Main,"NB-JAN-22-Z3203,TEX-ED8167144",EMERALD GREEN  ,Average Color  ,3.00/1.10  ,74,200,106,117,127,0,350,350,0,"30/D,150D/144F",2,34,28,74,74,2.176470588,2.176470588,2.176470588,68,30/D,3.333333333,1.666666667,,3,1.1,,0.608580619,Cotton_Polyester,S/J,Body
Jiunn Long,01-06-2022  ,30 X 28,Main,"GU-NB60717,NB-S2803",09 BLACK  ,Black Color  ,2.80/1.10  ,60,120,4.3,0.01,0,0,4.31,96.31,0,"75D/72F,20/D",2,30,28,60,60,2,2,2,60,75D/72F,8.333333333,2.222222222,,2.8,1.1,,1.030982624,Cotton_Polyester,Mesh,Body
Jiunn Long,01-06-2022  ,30 X 24,Main,TC-457P,STARGAZER PANTONE 19-4316 TCX  ,Dark Color  ,2.90/1.38  ,66,240,0,24,68,0,92,,0,24/1,1,30,24,66,66,2.2,2.2,2.2,60,24/1,24.60833333,,,2.9,1.38,,1.710578868,Cotton_Polyester,Fleece_terry,Bottom
Jiunn Long,01-06-2022  ,30 X 24,Main,TC-457P,STARGAZER PANTONE 19-4316 TCX  ,Dark Color  ,2.90/1.38  ,66,240,82.5,76,65,0,223.5,223.5,0,24/1,1,30,24,66,66,2.2,2.2,2.2,60,24/1,24.60833333,,,2.9,1.38,,1.710578868,Cotton_Polyester,Fleece_terry,Bottom
Santoni,01-06-2022  ,32 X 28,Other,"GU-NA10730,NB-S2803",WHITE  ,White Color  ,2.70/1.10  ,60,120,24,0,0,0,24,128.2,0,"75D/72F,20/D",2,32,28,60,60,1.875,1.875,1.875,64,75D/72F,8.333333333,2.222222222,,2.7,1.1,,1.069167165,Polyester,S/J,Body
Santoni,01-06-2022  ,32 X 28,Main,"GU-NA10730,NB-S2803",00 WHITE  ,White Color  ,2.70/1.10  ,60,120,21,43,40.2,0,104.2,,0,"75D/72F,20/D",2,32,28,60,60,1.875,1.875,1.875,64,75D/72F,8.333333333,2.222222222,,2.7,1.1,,1.069167165,Polyester,S/J,Body
Jiunn Long,01-06-2022  ,30 X 28,Main,"GU-NB60717,NB-JAN-22-Z2620",09 BLACK  ,Black Color  ,2.80/1.10  ,60,120,0.01,0,0,0,0.01,0.01,0,"75D/72F,20/D",2,30,28,60,60,2,2,2,60,75D/72F,8.333333333,2.222222222,,2.8,1.1,,1.030982624,Cotton_Polyester,Mesh,Body
Jiunn Long,01-06-2022  ,30 X 24,Main,TC-457P,BLUEBERRY PANTONE 19-4021 TCX  ,Dark Color  ,2.90/1.38  ,66,240,0,0,44.7,0,44.7,44.7,0,24/1,1,30,24,66,66,2.2,2.2,2.2,60,24/1,24.60833333,,,2.9,1.38,,1.710578868,Cotton_Polyester,Fleece_terry,Bottom
Jiunn Long,01-06-2022  ,32 X 28,Main,"GU-NA10730,NB-S2803",00 WHITE  ,White Color  ,2.70/1.10  ,60,120,53.5,25,24.5,0,103,103,0,"75D/72F,20/D",2,32,28,60,60,1.875,1.875,1.875,64,75D/72F,8.333333333,2.222222222,,2.7,1.1,,1.069167165,Polyester,S/J,Body
Pailung,01-06-2022  ,34 X 24,Main,PU-E887/MJ0W,PUMA WHITE-01  ,White Color  ,12.00/13.00  ,70,140,29,29,16.5,0,74.5,85.5,0,75D/72F,1,34,24,70,70,2.058823529,2.058823529,2.058823529,68,75D/72F,8.333333333,,,12,13,,0.240562612,Polyester,Mesh,Top
Pailung,01-06-2022  ,34 X 24,Main,PU-E887/M00W,PUMA WHITE-01  ,White Color  ,12.00/13.00  ,70,140,0,0,11,0,11,,0,75D/72F,1,34,24,70,70,2.058823529,2.058823529,2.058823529,68,75D/72F,8.333333333,,,12,13,,0.240562612,Polyester,Mesh,Top
Pailung,01-06-2022  ,34 X 24,Main,PU-E887/M00W,PUMA WHITE-01  ,White Color  ,12.00/13.00  ,70,140,29,31,30,0,90,90,0,75D/72F,1,34,24,70,70,2.058823529,2.058823529,2.058823529,68,75D/72F,8.333333333,,,12,13,,0.240562612,Polyester,Mesh,Top
Pailung,01-06-2022  ,34 X 24,Main,GU-NA10730,PUMA WHITE-01  ,White Color  ,12.00/13.00  ,70,140,25,30,30,0,85,85,0,75D/72F,1,34,24,70,70,2.058823529,2.058823529,2.058823529,68,75D/72F,8.333333333,,,12,13,,0.240562612,Polyester,Mesh,Top
Pailung,01-06-2022  ,34 X 24,Main,PU-E887/M00W,PUMA WHITE-01  ,White Color  ,12.00/13.00  ,70,140,26,27,28,0,81,81,0,75D/72F,1,34,24,70,70,2.058823529,2.058823529,2.058823529,68,75D/72F,8.333333333,,,12,13,,0.240562612,Polyester,Mesh,Top
Pailung,01-06-2022  ,34 X 24,Short,PU-A25271AS2,PUMA WHITE-01  ,White Color  ,1.15  ,60,140,29.5,13,18,0,60.5,60.5,0,75D/72F,1,34,24,60,60,1.764705882,1.764705882,1.764705882,68,75D/72F,8.333333333,,,1.15,,,2.510218562,Polyester,Interlock,Top
Pailung,01-06-2022  ,34 X 24,Main,PU-E887/MJ0W,PUMA WHITE-01  ,White Color  ,12.00/13.00  ,70,140,18,29,32,0,79,79,0,75D/72F,1,34,24,70,70,2.058823529,2.058823529,2.058823529,68,75D/72F,8.333333333,,,12,13,,0.240562612,Polyester,Mesh,Top
Pailung,01-06-2022  ,34 X 24,Main,PU-A25271AS2,PUMA WHITE-01  ,White Color  ,12.00/13.00  ,70,140,26,29,30,0,85,85,0,75D/72F,1,34,24,70,70,2.058823529,2.058823529,2.058823529,68,75D/72F,8.333333333,,,12,13,,0.240562612,Polyester,Mesh,Top
